ticker,chi_name
h30062.CSI,AMAC专用
h30063.CSI,AMAC汽车
h30064.CSI,AMAC运输
h30065.CSI,AMAC电气
h30066.CSI,AMAC电子
h30067.CSI,AMAC仪表
h30068.CSI,中证文化
h30073.CSI,中证红利回报
h30074.CSI,中证服务
h30079.CSI,沪深300信服
h30080.CSI,沪深300消服
h30081.CSI,沪深300公运
h30086.CSI,中证800金融
h30087.CSI,中证500动态
h30088.CSI,中证500稳定
h30089.CSI,红利潜力
h30090.CSI,能源红利
h30091.CSI,材料红利
h30092.CSI,工业红利
h30093.CSI,可选红利
h30094.CSI,消费红利
h30095.CSI,医药红利
h30096.CSI,金融红利
h30097.CSI,信息红利
h30098.CSI,电信红利
h30099.CSI,公用红利
h30100.CSI,H300上游港币
h30101.CSI,H300中游港币
h30102.CSI,H300下游港币
h30103.CSI,H300周期港币
h30104.CSI,H300非周期港币
h30105.CSI,H300地产港币
h30106.CSI,H300金融服务港币
h30107.CSI,H300现代服务港币
h30108.CSI,H300TMT港币
h30109.CSI,H300消费港币
h30110.CSI,H300上游人民币
h30111.CSI,H300中游人民币
h30112.CSI,H300下游人民币
h30113.CSI,H300周期人民币
h30114.CSI,H300非周期人民币
h30115.CSI,H300地产人民币
h30116.CSI,H300金融服务人民币
h30117.CSI,H300现代服务人民币
h30118.CSI,H300TMT人民币
h30119.CSI,H300消费人民币
h30124.CSI,安中动态
h30125.CSI,优化成长
h30126.CSI,优化价值
h30127.CSI,优化高贝
h30128.CSI,优化低贝
h30129.CSI,优化高波
h30130.CSI,优化低波
h30137.CSI,中证城镇
h30138.CSI,智慧城镇
h30139.CSI,绿色城镇
h30140.CSI,城镇交通
h30141.CSI,智能交通
h30142.CSI,城镇消费
h30143.CSI,城镇基建
h30164.CSI,中证全指汽车汽配
h30165.CSI,中证全指房地产
h30166.CSI,中证全指机械制造
h30167.CSI,0
h30169.CSI,中证全指资本品
h30170.CSI,中证全指商业指数
h30171.CSI,中证全指运输指数
h30172.CSI,中证全指耐用服装
h30173.CSI,中证全指消费者
h30174.CSI,中证全指媒体指数
h30175.CSI,中证全指零售指数
h30176.CSI,中证全指食药零售
h30177.CSI,全指食品
h30178.CSI,中证全指医疗保健
h30179.CSI,中证全指医药生科
h30181.CSI,中证全指综合金融
h30182.CSI,中证全指软件服务
h30183.CSI,中证全指硬件设备
h30184.CSI,中证全指半导体
h30186.CSI,中证全指保险指数
h30187.CSI,中证全指化学制品
h30188.CSI,中证全指制药指数
h30189.CSI,中证全指电气设备
h30190.CSI,中证全指电子仪器
h30191.CSI,有色金属
h30192.CSI,食品肉类
h30193.CSI,中证全指纺织服装
h30194.CSI,中证全指汽车配件
h30195.CSI,中证全指建筑工程
h30196.CSI,中证全指耐用消费
h30197.CSI,中证全指多元零售
h30198.CSI,油气指数
h30199.CSI,中证全指电力指数
h30200.CSI,中证全指交通设施
h30201.CSI,中证全指贸易经销
h30202.CSI,中证全指软件指数
h30203.CSI,中证全指信息服务
h30204.CSI,中证全指酒店休闲
h30205.CSI,中证全指饮料指数
h30206.CSI,中证全指纸类林业
h30207.CSI,中证全指电脑设备
h30208.CSI,中证全指专营零售
h30209.CSI,中证全指建筑产品
h30210.CSI,0
h30211.CSI,中证全指资本市场
h30212.CSI,中证全指生物科技
h30213.CSI,中证全指航天国防
h30214.CSI,中证全指能源设备
h30215.CSI,中证全指休闲用品
h30216.CSI,中证全指海运指数
h30217.CSI,中证全指医保设备
h30218.CSI,中证全指水务指数
h30219.CSI,中证全指容器包装
h30220.CSI,中证全指网络软件
h30221.CSI,中证全指复合公用
h30222.CSI,中证全指公路铁路
h30223.CSI,中证全指航空公司
h30229.CSI,中证军工
h30230.CSI,H300LV(HKD)
h30231.CSI,H300LB(HKD)
h30232.CSI,H300HB(HKD)
h30233.CSI,H300稳定(HKD)
h30234.CSI,H300动态(HKD)
h30235.CSI,H300CNLV(HKD)
h30236.CSI,H300CNLB(HKD)
h30237.CSI,H300CNHB(HKD)
h30238.CSI,HK100EW(HKD)
h30239.CSI,HKCN50EW(HKD)
h30240.CSI,H300LV(CNY)
h30241.CSI,H300LB(CNY)
h30242.CSI,H300HB(CNY)
h30243.CSI,H300稳定(CNY)
h30244.CSI,H300动态(CNY)
h30245.CSI,H300CNLV(CNY)
h30246.CSI,H300CNLB(CNY)
h30247.CSI,H300CNHB(CNY)
h30248.CSI,HK100EW(CNY)
h30249.CSI,HKCN50EW(CNY)
h30250.CSI,中证500能源
h30251.CSI,中证500原料
h30252.CSI,中证500工业
h30253.CSI,中证500可选
h30254.CSI,中证500消费
h30255.CSI,中证500医药
h30256.CSI,中证500金地
h30257.CSI,中证500信息
h30258.CSI,中证500电信
h30259.CSI,中证500公用
h30260.CSI,300动量
h30261.CSI,300ERC
h30263.CSI,腾讯济安
h30264.CSI,稳健股基
h30265.CSI,进取股基
h30266.CSI,进取债基
h30269.CSI,红利低波
h30270.CSI,红利价值
h30271.CSI,100动态
h30272.CSI,100稳定
h30273.CSI,200动态
h30274.CSI,200稳定
h30310.CSI,中证500净收益美元
h30311.CSI,中证可选净收益美元
h30312.CSI,中证消费净收益美元
h30313.CSI,中证医药净收益美元
h30314.CSI,中证金融净收益美元
h30315.CSI,中证信息净收益美元
h30316.CSI,中证工业净收益美元
h30317.CSI,中证材料净收益美元
h30318.CSI,TMT150
h30323.CSI,H300信息产业(HKD)
h30324.CSI,H300银行(HKD)
h30325.CSI,H300运输(HKD)
h30326.CSI,H300资源(HKD)
h30327.CSI,H300基建(HKD)
h30328.CSI,H300物流(HKD)
h30329.CSI,H300休闲(HKD)
h30330.CSI,HK细分龙头(HKD)
h30331.CSI,HK行业龙头(HKD)
h30332.CSI,香港50(HKD)
h30333.CSI,H300信息产业(CNY)
h30334.CSI,H300银行(CNY)
h30335.CSI,H300运输(CNY)
h30336.CSI,H300资源(CNY)
h30337.CSI,H300基建(CNY)
h30338.CSI,H300物流(CNY)
h30339.CSI,H300休闲(CNY)
h30340.CSI,HK细分龙头(CNY)
h30341.CSI,HK行业龙头(CNY)
h30342.CSI,香港50(CNY)
h30344.CSI,健康产业
h30351.CSI,中证500成长
h30352.CSI,中证500价值
h30353.CSI,中证500R成长
h30354.CSI,中证500R价值
h30355.CSI,中证800成长
h30356.CSI,中证800价值
h30357.CSI,中证800R成长
h30358.CSI,中证800R价值
h30362.CSI,基本300
h30363.CSI,基本500
h30364.CSI,300MV
h30365.CSI,文体休闲
h30366.CSI,高分红
h30368.CSI,中证高新
h30372.CSI,中证安全
h30396.CSI,高等级短融
h30400.CSI,800动量
h30418.CSI,香港100动量
h30419.CSI,香港200动量
h30420.CSI,香港50ERC
h30421.CSI,香港100ERC
h30422.CSI,香港50EW
h30434.CSI,香港100动量(CNY)
h30435.CSI,香港200动量(CNY)
h30436.CSI,香港50ERC(CNY)
h30437.CSI,香港100ERC(CNY)
h30438.CSI,香港50EW(CNY)
h30439.CSI,1000能源
h30440.CSI,1000材料
h30441.CSI,1000工业
h30442.CSI,1000可选
h30443.CSI,1000消费
h30444.CSI,1000医药
h30445.CSI,1000金融
h30446.CSI,1000信息
h30447.CSI,1000电信
h30448.CSI,1000公用
h30455.CSI,陆港400
h30456.CSI,陆港700
h30457.CSI,陆港1100
h30458.CSI,陆港400能源
h30459.CSI,陆港400材料
h30460.CSI,陆港400工业
h30461.CSI,陆港400可选
h30462.CSI,陆港400消费
h30463.CSI,陆港400医药
h30464.CSI,陆港400金融
h30465.CSI,陆港400信息
h30466.CSI,陆港400电信
h30467.CSI,陆港400公用
h30468.CSI,陆港700能源
h30469.CSI,陆港700材料
h30470.CSI,陆港700工业
h30471.CSI,陆港700可选
h30472.CSI,陆港700消费
h30473.CSI,陆港700医药
h30474.CSI,陆港700金融
h30475.CSI,陆港700信息
h30476.CSI,陆港700电信
h30477.CSI,陆港700公用
h30478.CSI,陆港1100能源
h30479.CSI,陆港1100材料
h30480.CSI,陆港1100工业
h30481.CSI,陆港1100可选
h30482.CSI,陆港1100消费
h30483.CSI,陆港1100医药
h30484.CSI,陆港1100金融
h30485.CSI,陆港1100信息
h30486.CSI,陆港1100电信
h30487.CSI,陆港1100公用
h30488.CSI,陆港400(HKD)
h30489.CSI,陆港700(HKD)
h30490.CSI,陆港1100(HKD)
h30491.CSI,陆港400能源(HKD)
h30492.CSI,陆港400材料(HKD)
h30493.CSI,陆港400工业(HKD)
h30494.CSI,陆港400可选(HKD)
h30495.CSI,陆港400消费(HKD)
h30496.CSI,陆港400医药(HKD)
h30497.CSI,陆港400金融(HKD)
h30498.CSI,陆港400信息(HKD)
h30499.CSI,陆港400电信(HKD)
h30500.CSI,陆港400公用(HKD)
h30501.CSI,陆港700能源(HKD)
h30502.CSI,陆港700材料(HKD)
h30503.CSI,陆港700工业(HKD)
h30504.CSI,陆港700可选(HKD)
h30505.CSI,陆港700消费(HKD)
h30506.CSI,陆港700医药(HKD)
h30507.CSI,陆港700金融(HKD)
h30508.CSI,陆港700信息(HKD)
h30509.CSI,陆港700电信(HKD)
h30510.CSI,陆港700公用(HKD)
h30511.CSI,陆港1100能源(HKD)
h30512.CSI,陆港1100材料(HKD)
h30513.CSI,陆港1100工业(HKD)
h30514.CSI,陆港1100可选(HKD)
h30515.CSI,陆港1100消费(HKD)
h30516.CSI,陆港1100医药(HKD)
h30517.CSI,陆港1100金融(HKD)
h30518.CSI,陆港1100信息(HKD)
h30519.CSI,陆港1100电信(HKD)
h30520.CSI,陆港1100公用(HKD)
h30521.CSI,中证中票100
h30524.CSI,500ERC
h30525.CSI,300SER
h30526.CSI,500SER
h30531.CSI,精工制造
h30532.CSI,资源优选
h30535.CSI,互联网
h30544.CSI,陆港上游
h30545.CSI,陆港中游
h30546.CSI,陆港下游
h30547.CSI,陆港周期
h30548.CSI,陆港非周期
h30549.CSI,陆港地产
h30550.CSI,陆港金融服务
h30551.CSI,陆港现代服务
h30552.CSI,陆港TMT
h30553.CSI,陆港消费
h30554.CSI,陆港信息产业
h30555.CSI,陆港银行
h30556.CSI,陆港运输
h30557.CSI,陆港资源
h30558.CSI,陆港基建
h30559.CSI,陆港物流
h30560.CSI,陆港休闲
h30561.CSI,陆港大盘上游
h30562.CSI,陆港大盘中游
h30563.CSI,陆港大盘下游
h30564.CSI,陆港大盘周期
h30565.CSI,陆港大盘非周期
h30566.CSI,陆港上游(HKD)
h30567.CSI,陆港中游(HKD)
h30568.CSI,陆港下游(HKD)
h30569.CSI,陆港周期(HKD)
h30570.CSI,陆港非周期(HKD)
h30571.CSI,陆港地产(HKD)
h30572.CSI,陆港金融服务(HKD)
h30573.CSI,陆港现代服务(HKD)
h30574.CSI,陆港TMT(HKD)
h30575.CSI,陆港消费(HKD)
h30576.CSI,陆港信息产业(HKD)
h30577.CSI,陆港银行(HKD)
h30578.CSI,陆港运输(HKD)
h30579.CSI,陆港资源(HKD)
h30580.CSI,陆港基建(HKD)
h30581.CSI,陆港物流(HKD)
h30582.CSI,陆港休闲(HKD)
h30583.CSI,陆港大盘上游(HKD)
h30584.CSI,陆港大盘中游(HKD)
h30585.CSI,陆港大盘下游(HKD)
h30586.CSI,陆港大盘周期(HKD)
h30587.CSI,陆港大盘非周期(HKD)
h30588.CSI,中证证保
h30590.CSI,机器人
h30597.CSI,新材料
h40001.SH,180能源全收益
h40002.SH,180材料全收益
h40003.SH,180工业全收益
h40004.SH,180可选全收益
h40005.SH,180消费全收益
h40006.SH,180医药全收益
h40007.SH,180金地全收益
h40008.SH,180信息全收益
h40009.SH,180电信全收益
h40010.SH,180公用全收益
h40011.SH,沪环渤海全收益
h40012.SH,沪长三角全收益
h40013.SH,沪珠三角全收益
h40014.SH,沪中部全收益
h40015.SH,沪西部全收益
h40016.SH,沪东北全收益
h40017.SH,沪信息业全收益
h40018.SH,上证文化全收益
h40019.SH,上红回报全收益
h40020.SH,上红潜力全收益
h40021.SH,沪能源红全收益
h40022.SH,沪材料红全收益
h40023.SH,沪工业红全收益
h40024.SH,沪可选红全收益
h40025.SH,沪消费红全收益
h40026.SH,沪医药红全收益
h40027.SH,沪金融红全收益
h40028.SH,沪信息红全收益
h40029.SH,沪电信红全收益
h40030.SH,沪公用红全收益
h40031.SH,沪绿色城全收益
h40032.SH,沪城交通全收益
h40033.SH,沪城消费全收益
h40034.SH,沪城基建全收益
h40035.SH,沪智交通全收益
h40037.SH,上证城镇全收益
h40038.SH,沪智慧城全收益
h40040.CSI,上红低波全收益
h40043.CSI,上证养老全收益
h40044.CSI,上证健康全收益
h40067.CSI,180ERC全收益
h40068.CSI,380ERC全收益
h40070.CSI,上证汽车全收益
h40071.CSI,上证基建全收益
h40072.CSI,沪信安全全收益
h40075.CSI,沪现代农全收益
h40079.CSI,上证混改全收益
h40080.CSI,中小企改全收益
h40081.CSI,180碳效全收益
h40082.CSI,上海改革全收益
h40085.SH,沪物联网全收益
h40086.SH,沪自贸区全收益
h40087.SH,上证海洋全收益
h40088.SH,沪轻资产全收益
h40089.SH,上证电子全收益
h40096.CSI,上海国企全收益
h40097.SH,沪供给侧全收益
h40098.SH,180SNLV全收益
h40099.SH,380SNLV全收益
h40100.SH,上高股息全收益
h40101.SH,沪智能造全收益
h40105.SH,上证证券全收益
h40106.SH,上证创新全收益
h40107.SH,380创新全收益
h50001.SH,180能源
h50002.SH,180材料
h50003.SH,180工业
h50004.SH,180可选
h50005.SH,180消费
h50006.SH,180医药
h50007.SH,180金地
h50008.SH,180信息
h50009.SH,180电信
h50010.SH,180公用
h50011.SH,沪环渤海
h50012.SH,沪长三角
h50013.SH,沪珠三角
h50014.SH,沪中部
h50015.SH,沪西部
h50016.SH,沪东北
h50017.SH,沪信息业
h50018.SH,上证文化
h50019.SH,上红回报
h50020.SH,上红潜力
h50021.SH,沪能源红
h50022.SH,沪材料红
h50023.SH,沪工业红
h50024.SH,沪可选红
h50025.SH,沪消费红
h50026.SH,沪医药红
h50027.SH,沪金融红
h50028.SH,沪信息红
h50029.SH,沪电信红
h50030.SH,沪公用红
h50031.SH,沪绿色城
h50032.SH,沪城交通
h50033.SH,沪城消费
h50034.SH,沪城基建
h50035.SH,沪智交通
h50036.CSI,上证军工
h50037.SH,上证城镇
h50038.SH,沪智慧城
h50039.SH,上证TMT
h50040.CSI,上红低波
h50042.CSI,上红价值
h50043.CSI,上证养老
h50044.CSI,上证健康
h50052.CSI,上国改革
h50053.CSI,上证移动
h50054.CSI,上证休闲
h50055.CSI,沪大农业
h50056.CSI,上证智能家居
h50057.CSI,180动量
h50058.CSI,380动量
h50067.CSI,180ERC
h50068.CSI,380ERC
h50069.CSI,港股通
m30780.CSI,中证兴业中高信用债(税)
m30786.CSI,短融AAA(税)
m30787.CSI,短融AA+(税)
m30788.CSI,短融AA(税)
